ALink,SName,SLink,Lyric,language
/banda-100-stress/,Não Te Quero Mais,/banda-100-stress/nao-te-quero-mais.html,"Você me machucou
Brincou com meu amor
Agora vem dizer
Que se arrependeu

Da um tempo
Não vou voltar atrás
Não me lembro
De ter te magoado
E você não soube dar valor
Oo meu amor

vê se me esquece
Não da mais
Tô bem sozinho
Não te quero mais
Com meu amor você não brinca mais
Vai embora me deixa em paz

Não te quero aqui
É tarde pra voltar pra mim
Você vacilou, me enganou
Agora vai colher o que plantou

Eu sempre fiz de tudo pelo nosso amor
Sesmo sabendo que só me usou
Só as lembranças que ficou
Só as lembranças que ficou
Só as lembranças que ficou",pt
/catuaba-com-amendoim/,Parabéns,/catuaba-com-amendoim/parabens.html,"Hoje é o seu aniversário, de parabéns estou eu
Por te conhecer por ter alguém como você
E poder compartilhar tudo a seu lado
Tudo em mim é festa em homenagem a você
Dedico todo amor que existe a você neste dia especial em que você nasceu, nosso mundo não era o mesmo sem você

Feliz aniversário meu amor
Que tudo se realize em sua vida, continue com essa paz com esse amor que sempre traz no seu sorriso
Feliz aniversário meu amor
Que Deus cubra de bençãos sua vida, cada dia mais te amamos você é especial em nossas vidas",pt
/sivuca/,Feira de Mangaio,/sivuca/feira-de-mangaio.html,"Fumo de rolo, arreio de cangalha
Eu tenho pra vender, quem quer comprar
Bolo de milho, broa e cocada
Eu tenho pra vender, quem quer comprar
Pé de moleque, alecrim, canela
Moleque sai daqui me deixa trabalhar
E Zé saiu correndo pra feira dos pássaros
E foi pássaro voando pra todo lugar
Tinha uma vendinha no canto da rua, onde o mangaieiro ia se animar
Tomar uma bicada com lambú assado, e olhar pra Maria do Joá
Tinha uma vendinha no canto da rua, onde o mangaieiro ia se animar
Tomar uma bicada com lambú assado, e olhar pra Maria do Joá
Cabresto de cavalo e rabichola
Eu tenho pra vender, quem quer comprar
Farinha, rapadura e graviola
Eu tenho pra vender, quem quer comprar
Pavio de candeeiro, panela de barro
Menino vou me embora, tenho que voltar
Xaxar o meu roçado que nem boi de carro
Alpargata de arrasto não quer me levar
Porque tem um Sanfoneiro no canto da rua, fazendo floreio pra gente dançar
Tem Zefa de Purcina fazendo renda, e o ronco do fole sem parar
mas é que tem um Sanfoneiro no canto da rua, fazendo floreio pra gente dançar
Tem Zefa de Purcina fazendo renda, e o ronco do fole sem parar",pt
/trio-forrozao/,Até Mais Ver,/trio-forrozao/ate-mais-ver.html,"Se eu morasse aqui pertinho nega
Todo dia eu vinha te ver
E trazia um par de cheiro nega
Pra derramar em você
Bota o teu vestido longo nega
Venha antes de chover
Bota o teu vestido novo nega, se tirar me dar prazer
E quando chego no riacho
Vou metendo a mão por baixo e arrancando o girassol
Canto sempre um belo xote, dou um cheiro no cangote
Por baixo do lençol
Já se foi a Lua cheia já é meia noite e meia
Até logo, até mais ver
Se eu morasse aqui pertinho nega
Todo dia eu vinha te ver",pt
/forro-pegado/,Vai Verão,/forro-pegado/vai-verao.html,"Fui tomar uma cerveja no bar
Garçonete era massa
Todo mundo perturbava

Vai vai vai, vai mais uma
Vai vai balança a bunda
Vai vai faz isso não, faz isso não

Tava calor e a cerva gelou
Ela foi lá no balcão
Pegou uma bandeja e a saia subiu
E ela falou: 'agora é promoção'

Vem verão, vem verão
A gata era gostosa com a cerveja na mão
Vai verão, vai verão
Vai servindo a galera balançando o popozão",pt
/stefhany/,Novo Sucesso (eu Sou Stefhany),/stefhany/novo-sucesso-eu-sou-stefhany.html,"Em frente do meu portão
Te esperei
Te esperei
Não veio

Agora vou te mostrar que
Não sou mulher
Não sou mulher de esperar

Eu sou linda
Absoluta
Eu sou Stefhany

No meu Cross Fox
Eu vou sair
Vou dançar
Me divertir
Não vou ficar mais te esperando
Pois agora eu sou...
Demais!

E ao chegar na festa vejo você
Dançando, beijando
Outra mulher
Será que você pensa que vou chorar
Me desesperar por
Um bobo e velho romance

Eu sou linda
Absoluta
Eu sou Stefhany

No meu Cross Fox
Eu vou sair
Vou dançar
Me divertir
Não vou ficar mais te esperando
Pois agora eu sou...
Demais!

Ah Ah eu esperei demais
Ah Ah não vou ficar aqui
Ah Ah não posso mais ficar aqui

Em frente do meu portão
Te esperei
Te esperei
Não veio

Agora vou te mostrar que
Não sou mulher
Não sou mulher de esperar

Eu sou linda
Absoluta
Eu sou Stefhany

No meu Cross Fox
Eu vou sair
Vou dançar
Me divertir
Não vou ficar mais te esperando
Pois agora eu sou...
Demais!",pt
/henrique-land/,Chuva,/henrique-land/chuva.html,"Hoje ela chegou linda como nunca
Avistei da janela uma linda menina
Olhei nos seus olhos vestido de flores
Cabelos castanhos um clima de inverno

O que não podia de repente aconteceu
A chuva caiu e molhou seu corpo no meu

Parecia que isso não ia acabar
Mas a chuva passou e não deixou eu te amar

Chove chuva chove vai buscar o meu amor
Chove chuva chove vai buscar quem me deixou

Chove chuva chove vai buscar o meu amor
Chove chuva chove vai buscar quem me deixou",pt
/trio-dona-zefa/,Malandro É o Gato,/trio-dona-zefa/malandro-e-o-gato.html,"Eu fui num forró na casa do biu
Cheguei bem calado ninguém me viu
Sai agarrado com uma nega boa
Malandro é o gato eu não fico a toa

Malandro é o gato que já nasce de bigode
Que bicho danado com ele ninguém pode
Só pega as gatinhas que ele quer
Come peixe sem pescar só cai de pé

Não fico a toa sou filho de seu ramalho
Nesse forró é que eu me espalho
Ficar sozinho não sei como é
To sempre agarrado no cangote da mulher










***************************
Enviado por Luiza - RJ",pt
/eldo-cardoso/,Atriz e o Cantor,/eldo-cardoso/atriz-e-o-cantor.html,"Fala diz a verdade ta falando sério
Vi no seu stories ja está tudo certo
Deixa eu te dar um abraço antes de voar

Boa sorte vai decolar nesse avião
Na hora certa e hollywood ou new york
Já te espera vai com deus amor
Eu chego qualquer dia

Me desculpe e por enquanto eu fico
Aqui no meu país aqui é meu lugar
Mas por você estou feliz
Escolhi essa vida foi a que meu deus quis

Me desculpe e por enquanto eu fico
Aqui no meu país e se der tudo certo
Agente se ver por ai eu sendo cantor
E você uma bela atriz",pt
/fabricia/,Amar Tá Complicado,/fabricia/amar-ta-complicado.html,"Quem concorda que amar tá complicado
Joga o copo pro alto
Joga o copo pro alto
Quem concorda que amar tá complicado
Joga o copo pro alto
Joga Joga

O que você não me conta
Alguém bate o print
E me manda
Na terra do whats app
Tudo vira intriga
Todo mundo sabe

Coração mole
Vida dura
Tanto apanha e sofre
Até que muda
Se você não trata bem
Vai acabar ficando sem

Quem concorda que amar tá complicado
Joga o copo pro alto
Joga o copo pro alto
Quem concorda que amar tá complicado
Joga o copo pro alto
Joga o copo pro alto",pt
/ytalo-paulo/,Cê Vem,/ytalo-paulo/ce-vem.html,"Você tá cheia de marra
Me diz quanto é que tá
valendo esse seu show?
Sua volta por cima é piada
Coitado dele que não se tocou

Com ele você vai pra cama
Mas me responde aí quem é que você ama

Não é que vc já tenha me superado
Com outro alguém
É que você disfarça bem
Você disfarça muito bem

Eu sei que teu namoro
e tudo fachada
Tu não troca por ninguém
Se eu te ligar ce vem
Se eu te ligar ce vem",pt
/batista-lima/,Já Parou Pra Pensar,/batista-lima/ja-parou-pra-pensar.html,"Já parou pra pensar no teu sorrir no teu falar
No milagre de Deus que faz a tua voz cantar
Já parou pra pensar e agradecer sua visão
Tanta gente que vive e sofre na escuridão
Não vê, que o ar que respiras não tem que pagar
Não vê, que o sol que te aquece Deus te dá por ti amar
Será que imaginou o tamanho do amor de Deus
Que entregou seu filho amado
Pra ser crucificado só pra te salvar
Já parou pra pensar que nos momentos de aflição
Há uma força maior que acalma fala ao coração
Será que não percebeu que a tua vida não tem paz
Se você não viver na proteção nas mãos do pai
Não vê tudo te leva pra não ver
Que chuvas de benção Deus tem pra você
Rasga teu coração
Estende as tuas mãos da glória a Deus
Pelo teu viver

REFRÃO
Obrigado pelo amanhecer, obrigado pelo meu caminhar
Pela lua prateada no céu, obrigado
Obrigado pela minha canção, pelo amor que sai do meu coração
Vou cantar e sempre te agradecer, obrigado

Não vê tudo te leva pra não ver
Chuvas de benção Deus tem pra você
Rasga teu coração
Estende as tuas mãos da glória a Deus
Pelo teu viver
REFRÃO (1X)",pt
/bia-socek/,Agora Eu Quero Ver,/bia-socek/agora-eu-quero-ver.html,"O que se passa na sua cabeça
Quer saber? não foi por falta de amigo não!
Eu te avisei!
Mas preferiu ouvir conselho de amigão
E quantas vezes me fiz de cega?
Se não tem jeito, nem com reza ""ce"" conserta
Senta, escuta calado o que eu vou te falar

Agora eu quero ver você sofrer se humilhar
Correr igual cachorro atras da dona
Agora eu quero ver você pagar tudo o que fez
Vai sair mais caro que pinga na zona",pt
/banda-tarraxinha/,Toma na Bundinha,/banda-tarraxinha/toma-na-bundinha.html,"Fura fura
Fura a latinha
Toma toma
Toma na bundinha
Fura fura
Fura a latinha
Toma toma
Toma na bundinha

A festa tá boa
A festa tá animada
Eu tô com a mulherada
Tomando uma gelada
No bolso um limão
E no carro tem sal grosso
É só no cú de burro que a mulherada tá


Fura fura
Fura a latinha
Toma toma
Toma na bundinha
Fura fura
Fura a latinha
Toma toma
Toma na bundinha",pt
/luan-e-forro-estilizado/,Tá Faltando Eu,/luan-e-forro-estilizado/ta-faltando-eu.html,"Quantas bocas você já beijou?
E nenhuma delas tinha gosto de amor
Quantos corações você já visitou?
Quantas vezes já se machucou?

Tá faltando eu na sua vida
Tá faltando você na minha
Que tal a gente ficar?

Se você beijar a minha boca
Vira amor, na certa, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor
Mas, vai por mim, a gente se completa
A tampa e a panela, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor

Quantas bocas você já beijou?
E nenhuma delas tinha gosto de amor
Quantos corações você já visitou?
Quantas vezes já se machucou?

Tá faltando eu na sua vida
Tá faltando você na minha
Que tal a gente ficar?

Se você beijar a minha boca
Vira amor, na certa, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor
Mas, vai por mim, a gente se completa
A tampa e a panela, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor

Se você beijar a minha boca
Vira amor, na certa, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor
Mas, vai por mim, a gente se completa
A tampa e a panela, ai, ai, ai, ai
Eu nem gosto de mandar indireta, amor
Mas eu sou a pessoa certa",pt
/luana-magalhaes/,Detetive,/luana-magalhaes/detetive.html,"Quem procura acha
E eu achei
Fui caçar pelo em ovo
E encontrei

Fala que essa foto é montagem
Que é uma puta sacanagem
Falta de consideração
Fala que esse carro é clonado
Que o que eu dei está parado
Em frente ao seu portão

Fala que eu tô cismado à toa
Que ela é gente boa
Que tá cheia de amor

Fala que o motel é um barzinho
Que esse cara aí do lado
É um primo do interior

Detetive
Porque foi me mostrar essa verdade
Eu que te paguei só a metade
Deus me livre
Se eu tivesse pago tudo

Detetive o resto do contrato
Cê cancela
Depois dessa se eu ficar com ela
Eu que sou safado corno e vagabundo",pt
/fabio-carneirinho/,Tô Caindo Fora,/fabio-carneirinho/to-fora.html,"Tô caindo fora, eu quero viver
Tô de vem com a vida e não vou sofrer
Muita coisa boa vai me acontecer
Hoje eu sou mais eu, eu quero ser feliz
O tempo não para, a vida continua
Vou sair da toca, hoje eu vou pra rua

Vou comer pipoca, quero dar risada
Vou beber cerveja, vou contar piada
Pensando bem, vou rir do passado que passei

Serei mais alegre
Serei mais feliz
Vou viver a vida como eu sempre quis

Vai ser tão bom, vai ser bom demais
Ter uma vida cheia de graça
Vou dar bom dia ao vigia da praça
Vou alegrar esse meu coração
Vai ser tão bom, vai ser bom demais
Ser mais amigo do vizinho do lado
Também vou mandar flores para o delegado
Vou fazer sucesso com essa canção

Vai ser tão bom, vai ser bom demais
Ter uma vida cheia de graça
Vou dar bom dia ao vigia da praça
Vou alegrar esse meu coração
Vai ser tão bom, vai ser bom demais
Ser mais amigo do vizinho do lado
Também vou mandar flores para o delegado
Vou fazer sucesso, eu vou pro Faustão",pt
/louro-santos-e-forro-da-malagueta/,Retrato,/louro-santos-e-forro-da-malagueta/retrato.html,"(Louro Santos)
Hoje eu chorei em meu quarto ao ver seu retrato lindo
na parede
É tanta saudade que no peito invade amor, grito seu
nome
Tento disfarçar mas não sei como fugir,
Sem você não dá, por que você se esconde?
Chego do trabalho, tomo um banho e saio a noite
novamente,
A te procurar, prometo te dar amor eternamente
Quero te falar que eu já me decidi,
Com você vou ser feliz!

É com você que vou viver essa paixão,
Eu sou completamente louco por você
Eu não consigo nem pensar em solidão,
Eu só penso em você Iê iê,
Eu só sei amar você iê iê!
eIêêê

(Victor Santos)
Hoje eu chorei em meu quarto ao ver seu retrato lindo
na parede
É tanta saudade que no peito invade amor, grito seu
nome
Tento disfarçar mas não sei como fugir,
Sem você não dá, onde você se esconde?
Chego do trabalho, tomo um banho e saio a noite
novamente,
A te procurar, prometo te dar amor eternamente
Quero te falar que eu já me decidi,
Com você vou ser feliz!

É com você que vou viver essa paixão,
Eu sou completamente louco por você
Eu não consigo nem pensar em solidão,
Eu só penso em você Iê iê,
Eu só sei amar você iê iê!
Meu amor!

É com você que vou viver essa paixão,
Eu sou completamente louco por você
Eu não consigo nem pensar em solidão,
Eu só penso em você Iê iê,
Eu só sei amar você iê iê!

Hoje eu chorei em meu quarto ao ver seu retrato lindo na parede",pt
/rhaissa/,Baby Eu Já Fui,/rhaissa/baby-eu-ja-fui.html,"Eu esperava que fosse ligar pra mim
Pedindo pra voltar, comigo quer ficar
Nas noites frias sei que pensa em mim
Que não quer me trocar, por outra em meu lugar

Mas agora pro meu azar
Tu se entrega a alguém
E ela te trata bem mehor que eu
Mas será que ela te leva a sério

Mas se der a ela amor como deu a mim
Se cuidar dela como cê cuidou de mim
Não, não tem como não se apaixonar
Se ela prova do teu beijo como eu provei
Se tocar no teu corpo como eu toquei
Não, não tem como não se apaixonar

E aí eu sei baby eu já fui
E aí eu sei bem, baby eu já fui",pt
/onildo-barbosa-e-seus-cabras-da-peste/,Casa Amarela,/onildo-barbosa-e-seus-cabras-da-peste/casa-amarela.html,"Ainda lembro aquela casa onde eu nasci
Onde vivi com os meus manos e meus pais,
Muitos conselhos de papai eu recebi,
mamãe ali me ajudou até de mais
Era amarela aquela casa ainda me lembro
Quando chegava Dezembro,
Papai renovava ela,,
Depois mandava convidar o nosso povo
Pra passar o ano novo na nossa casa amarea. (bis)

Tive vontade de deixar o meu sertão
na impressão de conhecer outro paìs
papai choroso deu-me a sua permissão,
Dizendo filho Deus lhe faça bem feliz.
tomei a bênção aos meus pais e abrecei
meus irmãos, depois chorei
Debruçado na janela,
depois parti pra outra terra diferente,
Nunca mais vi minha gente
Da nossa casa amarela. (bis)

As vezes penso em voltar pra o meu lugar,
pra ir ficar no mesmo canto onde fiquei,
Essa saudade me pedindo pra voltar,
Pra ir morar na mesma casa onde morei,
Naquela casa ir morar não posso mais
que meus manos e meus pais
não não mais os donos dela,
Como eu queria dessa terra um pedacinho
Prá construir meu ranchinho,
Visinho à casa Amarela. (bis)",pt
/kelly-freitas-eletrica/,Cama e Paixão,/kelly-freitas-eletrica/cama-e-paixao.html,"Um amor tão bonito
Uma noite de cama e paixão
Tudo foi tão incrível
Só nós dois na mais pura emoção

Minha cara metade, já estou com saudade
Tô contando os segundos pra gente se ver
A sofrência me mata, solidão me maltrata
Cada segundo longe de você

Eu vim aqui pra te dizer
Foi demais, eu pirei
Não vou negar que eu me apaixonei
Quero mais, outra vez aquele amor que a gente fez

Foi demais, eu pirei
Não vou negar que eu me apaixonei
Quero mais, outra vez aquele amor que a gente fez",pt
/black-do-acordeon/,Prometo,/black-do-acordeon/prometo.html,"Se teu caminho não conhece o meu
se so nos sonhos posso te abraçar
se essa vontade cala minha razão
é que não da pra segurar

beijos que há tempos guardei pra você
varios abraços todos pra te dar
mas me faltou coragem pra dizer
que minha vida é te amar

prometo dar-te amor, desse meu peito agora
fazer do meu suor, traços da nossa história
e ambos seremos um, uma transpiração
uma só voz, um só corpo, um so jeito
e mesmo coração",pt
/forro-karamelado/,A Paixão de Genivaldo,/forro-karamelado/a-paixao-de-genivaldo.html,"Genivaldo era servente de pedreiro
E trabalhava o dia inteiro feito o que
Se apaixonou por uma empregada domestica
Que era diarista num apê
Genivaldo pra somar no salário
Fazia a noite um bico de vigia
Conectava o seu radinho de pilha
E apaixonado genivaldo só ouvia

Let be, let be, let be, let be...

Baixa esse radio Genivaldo
Que nós aqui do prédio quer dormir

Genivaldo um belo dia descobriu
Que a sua amada amante engravidou
Um crediário abriu nas casas Bahia
Pra comprar o enxoval do seu amor

Logo, logo uma tragédia aconteceu
Sua amada com outro homem lhe traiu
Genivaldo esse filho não é teu
Manda essa mulher pra puta que pariu

E se um dia no silencio da cidade
Você ouvir uma canção que diz assim

Let be, let be, let be, let be...

Baixa esse radio Genivaldo
Que a cidade toda quer dormir...",pt
/ferro-na-boneca/,Raparigueiro Todo,/ferro-na-boneca/raparigueiro-todo.html,"Eu sou raparigueiro Todo, namorador de mais!
Sou bonequeiro, mulherengo, forrozeiro , onde
tem mulher, eu to corendo atras! (2x)
Não é voce que vai fazer, eu mudar o meu jeito de ser!
Não é voce que vai querer, que eu mude meus constumes com voce!
Nem uma mulher conseguiu me dominar, não é voce que vai!
Por isso meu bem, se me quiser é desse jeito assim:
Raparigueiro todo, namorador de mais.
Sou budegueiro, forrozeiro mulherengo!
Onde tem mulher eu to corendo atras! (2x)",pt
/forro-balancear/,"Meu Bem, Eu Te Amo",/forro-balancear/meu-bem-eu-te-amo-2.html,"Vou te dizer quanto foi bom
O que vivi com você
Dois em um no mesmo dom
Se eu disser não fui feliz
Vou mentir
Ninguém faz amor assim como você

Meu bem,eu te amo
Choro lembrando você e eu
Meu bem,eu te quero
Só não entendo o que aconteceu

Se você quiser voltar
Eu prometo te esperar
O tempo que preciso for
Se é pra ficar sem teu amor
Ficar sem você
Não quero,não vou,procure entender

Meu bem,eu te amo
Choro lembrando você e eu
Meu bem,eu te quero
Só não entendo o que aconteceu

Então diz pra mim,vem diz o que você fez com nosso amor!",pt
/gavioes-do-forro/,Por Amor,/gavioes-do-forro/por-amor.html,"Por amor entreguei meu coração
Por amor não enxergava nada
Por amor perdi a razão
Eu vou fazer de tudo, de tudo pra não mais amar
Não me apaixonar pela pessoa errada
Pra não ter que beber e chorar
Quando a gente ama e não é correspondido
Viver esse amor é o pior castigo
O melhor remédio é torcer pra passar
Não vou sofrer não vou me maxucar
Promento nunca mais eu vou me apaixonar
Vou aprender com a vida vou ensinar
Não gostar de alguém que nunca vai me amar
Por que quem ama tem que sofrer?
Viver, sonhar, se dar? Sem ter que receber?
Por que quem ama tem que aceitar quando o outro não quer ficar?
Faz parte do amor ganhar e se perder
Sofrer, beber, chorar...",pt
/alberto-salgado/,Além do Quintal,/alberto-salgado/alem-do-quintal.html,"Tudo quanto quero quando tudo é o tanto
Que você pode me dar
Tudo quando nunca quero a vida sempre
Bate à porta a me cobrar

Pague caro pelo ar que você poluiu
Isso não foi segredo pois todo mundo viu
E sentiu

(Refrão
Veja tudo que tem
Saiba o que te faz mal
Plante um mundo também
Muito além do quintal",pt
/forro-pe-de-ouro/,Eu Quero Tchu Tcha Tcha Tcha,/forro-pe-de-ouro/eu-quero-tchu-tcha-tcha-tcha.html,"Cheguei na balada doidinho pra biritar
A galera tá no clima, todo mundo quer dançar
Uma menina me chamou, disse: faz o tchu tcha tcha
Eu perguntei o que é que é isso? ela disse: vou te ensinar!
É uma dança sensual, em goiânia já pegou
Em Minas explodiu "" em São Paulo já bombou
No Nordeste as mina faz, no verão tu vai fazer
Então faz o tchu tcha tcha, faz ai que eu quero vê

Eu quero tchu
Eu quero tcha
Eu quero: tchu tcha tchá thu
thu tchá,
tchu tchu tcha tchá tchu cu tchu cu tchá
Eu quero tchu
Eu quero tcha
Eu quero: tchu tcha tchá thu cu thu cu tchá,
tchu tchu tcha tchá tchu cu tchu cu tchá

Cheguei na balada doidinho pra biritar
A galera tá no clima, todo mundo quer dançar
Uma menina me chamou, disse: faz o tchu tcha tcha
Eu perguntei o que é que é isso? ela disse: vou te ensinar!
É uma dança sensual, em goiânia já pegou
Em Minas explodiu "" em São Paulo já bombou
No Nordeste as mina faz, no verão tu vai fazer
Então faz o tchu tcha tcha, faz ai que eu quero vê

Eu quero tchu
Eu quero tcha
Eu quero: tchu tcha tchá thu cu thu cu tchá,
tchu tchu tcha tchá tchu cu tchu cu tchá
Eu quero tchu
Eu quero tcha
Eu quero: tchu tcha tchá thu cu thu cu tchá,
Tchu tchu tcha tchá tchu cu tchu cu tchá",pt
/rodrigo-dsa-e-os-serafins/,A Cidade do Casamento,/rodrigo-dsa-e-os-serafins/a-cidade-do-casamento.html,"A história que eu vou contar
Já faz um tempo que aconteceu
Foi na cidade de sacramento
Que este fato ocorreu

É uma pequena cidade
Que fica lá no sertão
Terra de moça bonita
Terra de homem machão

Foi até que um belo dia
Apareceu um forasteiro
Chegou de manhã cedinho
E ficou o dia inteiro
Pegou livro e viola
Instalou-se no terreiro

Começou a prosear, cantar, falar poesia
Era magrelo esse caboclo
Mas era cheio de alegria
As mulheres do lugar
Vieram ouvir o que ele dizia

Ele falava de amor
Ele falava de paixão
Mulheres são como flor
Merecem amor no coração
Sempre tratadas com respeito, carinho e dedicação

Espantadas com aquilo
Ouvindo o que nunca ouviam
As mulheres de sacramento
Se encheram de alegria
Esse moço é diferente
É tudo que a gente queria

E começou a confusão
Com essas moças ouriçadas
Ficaram todas felizes
Estão todas apaixonadas
""Casa comigo"" pra cá
""Casa comigo"" pra lá
E do pobre forasteiro
Todas queriam se enamorar

Mas que azar ele deu
Em cometer tal heresia
Escolheu a cidade errada
Pra declamar sua poesia

Os homens ficaram bravo
E começaram a bater o pé
Esse cabra safado
Quer roubar nossas muié

""Mas não vamos deixar barato
Isso não fica como está
Você vai ver cabra da peste
A gente vai te matar""

E foi aquela confusão
Corre, corre, bafafá
O forasteiro deu um grito
""Pare tudo que eu quero falar""

""O que eu fiz minha gente
Não foi crime não
Só falei de poesia
Paz e amor no coração
Não é justo que me matem
Nem me levem pra prisão""

""Eu não tinha intenção de roubar suas muié
A dona do meu coração
É Maria Salomé""

""Pra vocês que são cabra macho
Uma coisa eu vou falar
Não é falta de macheza
Homem saber amar
Pois a mulher que tem carinho
Tem carinho para dar""

""A última coisa que eu digo
Pra essa prosa finalizar
Homem nenhum morre feliz
Sem saber o que é amar""

Feliz da vida, de missão cumprida
Nosso forasteiro, o poeta Zé Tomé
Pegou seus livros e sua viola
E foi encontrar sua Salomé

Depois desse acontecido
Os homens ficaram espertos
Tratando as moças com carinho
As coisas começaram a dar certo

Janice já tinha desistido
Mas deu uma chance pro Alfredo
Junto com amor veio o perdão
E Ana perdoou Pedro

Sebastiana e Ancelmo
Formaram um lindo par
Com tanto amor nessa cidade
Todos queriam se casar

Dorotéia está muito feliz
Entendeu-se com Juvenal
Camilo voltou pra Tereza
E Lucinha pro Nicolau

Ronaldo Werneck, o mais bravo de todos
Ora, ora quem diria
Casou com Patrícia Barbosa
E hoje fala até poesia

Foi tanta festa, tanta farra
Que a cidade de Sacramento
Teve que mudar seu nome
Para cidade do Casamento",pt
/estakazero/,Medo de Chuva,/estakazero/medo-de-chuva.html,"Você que tem medo de chuva
Você que não é nem de papel
Muito menos, feito de açucar
Ou algo parecido com mel

Experimente tomar banho de chuva
Conhecer a energia do céu
A energia dessa água sagrada
Nos abençoa da cabeça aos pés

Oh chuva! peço que caia devagar
Só molhe esse povo de alegria, para nunca mais chorar
Para nunca mais cho..... (2X)",pt
/isabela-serpa/,Eu Só Quero Um Xodó (Part. Juju Teófilo),/isabela-serpa/eu-so-quero-um-xodo-part-juju-teofilo.html,"Que falta eu sinto de um bem
Que falta me faz um xodó
Mas como eu não tenho ninguém
Eu levo a vida assim tão só
Eu só quero um amor
Que acabe o meu sofrer
Um xodó prá mim, do meu jeito assim
Que alegre o meu viver
Que falta eu sinto de um bem
Que falta me faz um xodó
Mas como eu não tenho ninguém
Eu levo a vida assim tão só
Eu só quero um amor
Que acabe o meu sofrer
Um xodó prá mim, do meu jeito assim
Que alegre o meu viver
Ô Gil!
Só tá faltando tu, visse!
Eu só quero um amor
Que acabe meu sofrer
Um xodó prá mim, do meu jeito assim
Que alegre o meu viver
É isso aí, meu irmão
Xodozinho de vez em quando
É coisa muito boa!",pt
/cacau-com-leite/,Volte Logo,/cacau-com-leite/volte-logo.html,"QUE SAUDADE MEU AMOR
VOLTE LOGO POR FAVOR
HOJE EM DIA O MEU VIVER
É SÓ PENSAR EM VOCÊ
EU JÁ NÃO AGUENTO MAIS

QUERO SENTIR SEU CALOR
CHEGA PRA CÁ MEU AMOR
NOS TEUS BRAÇOS QUERO ESTAR
TODA HORA TE AMAR
E VIVER SÓ PRA VOCÊ

O MAIOR AMOR DO MUNDO É O MEU
E ELE É TODINHO SEU
VOLTE E AÍ VOCÊ VAI VER
MEU AMOR MEU BEM QUERER
GUARDEI TODINHO PRA TE DAR",pt
/calango-aceso/,Brincando de Alminha,/calango-aceso/brincando-de-alminha.html,"Vou lhe contar
Uma coisa estranha
Que escutei
Numa pensão que
Lá pras bandas do escondido
Me deu uma vontade de chorar
Começei logo a rezar
Só com medo de um gemido

O quarto era de meia parede
Eu desarmei a minha rede
Valei-me meupadim ciço
Mas veja o que foi
Que aconteceu
I love you
I love eu
I love you
I love eu
E começou o reboliço

Era dois cabras
Brincando de alminha
Era dois cabras debaixo do lençol
Era dois cabras brincando de casinha
Foi anzol com vara e tudo
Com vara e tudo foi-se o anzol",pt
/danny-e-banda-mega-star/,Agarra e Beija,/danny-e-banda-mega-star/agarra-e-beija.html,"É pra dançar!

Foi logo no salão de brega
Onde te conheci
Você veio linda
Sorrindo pra mim
Me abraçou de um jeito
E eu não esqueci
Gatinho sei que tudo você mais quer
É me levar pra cama e me fazer mulher

Uooh, Uouooh

Para desse beija, beija
Gatinha você é um tesão

Para desse esfrega, esfrega
Eu quero ter você pra mim

Para desse agarra e beija
Você flechou meu coração

Você só quer uma curtição
Não quero não!

UUh, OOh, esse é som!",pt
/forro-estourado/,Super Herói,/forro-estourado/super-heroi.html,"Hoje sou o resultado
Do seu desprezo, do seu descaso
Isso faz me sentir como um beija-flor,
Procurando flores
Será que errei por ter te amado
E ter me entregado
Te amei, mas você não levou a sério
Não sou super-herói,
Tenho sentimentos
Nem um Homem-de-Ferro
Que nunca chorou por amor.

Não, não, não veja em mim
Nenhum Super-Homem, à prova de tudo
Se é assim, você é, pra mim, a kriptonita:
Me toca e fico fraco...

Diz que acabou o amor
E o que eu vou fazer?
Diz que é natural,
Que amores vão e vêm.
Acabou o amor
E o que eu vou fazer?
Diz que é natural,
Que amores vão e vêm.",pt
/potigua/,Anjo Querubim,/potigua/anjo-querubim.html,"Fiz você pra mim meu brinquedo meu anjo querubim
meu segredo guardado só pra mim, meu amor mais louco
até de tanto amar fiz também algo pra gente ninar
uma criança pra gente adorar tudo num sufoco


E você já não gosta mais de mim
veio dizer que eu não soube dar amor
e achar que a vida é mesmo assim
cada um leva um baque sofredor

Meu baião, coração, arranque essa dor
do meu peito pra eu não chorar (bis)

Comprei sururu, camarão, fiz batida de caju
dancei rumba e até maracatu pra ti fazer feliz
fui até Natal, Salvador, Paraíba, Bacabal
e em Belém você quase passou mal e eu te fiz feliz",pt
