Artist,Genres,Songs,Popularity,Link
Balthazar,Rock Alternativo; Indie,57,0.1,/balthazar/
The Jesus and Mary Chain,Rock; Indie; Pós-Punk,158,0,/the-jesus-and-mary-chain/
The Drums,Indie; Rock Alternativo; Grunge,44,0,/the-drums/
The Pains Of Being Pure At Heart,Indie,39,4,/the-pains-of-being-pure-at-heart/
The Flaming Lips,Indie; Rock,196,0,/the-flaming-lips/
Sigur Rós,Post-Rock; Instrumental; Indie,52,0,/sigur-ros/
Yeah Yeah Yeahs,Indie; Pop/Rock,79,0,/yeah-yeah-yeahs/
Nada Surf,Indie; Surf Music; Rock,92,0,/nada-surf/
The Vaccines,Rock Alternativo; Indie; Rock,75,0,/the-vaccines/
My Bloody Valentine,Indie,72,0,/my-bloody-valentine/
The Magnetic Fields,Indie; R&B,160,0,/the-magnetic-fields/
St. Vincent,Indie; Pop,100,1.4,/st-vincent/
Tegan And Sara,Indie,144,0,/tegan-and-sara/
Kasabian,Indie; Rock,87,0,/kasabian/
Kate Nash,Indie,95,0,/kate-nash/
The Shins,Indie,59,0,/the-shins/
Pavement,Indie; Rock,100,0,/pavement/
Spoon,Indie,123,0,/spoon/
The War On Drugs,Rock Alternativo; Indie,37,0,/the-war-on-drugs/
CSS,Indie; Pop/Rock; Electronica,62,0,/cansei-de-ser-sexy/
Caroline Polachek,Indie; Pop,41,0,/caroline-polachek/
White Lies,Indie; Rock Alternativo,56,0,/white-lies/
Foals,Indie,77,0,/foals/
Primal Scream,Indie; Rock; Electronica,111,0,/primal-scream/
Kimbra,Indie,60,0,/kimbra/
Bright Eyes,Indie,223,0,/bright-eyes/
Boogarins,Indie; Psicodelia; Rock,42,0,/boogarins/
Ängie,Pop/Punk; Indie,52,0,/angie/
The Civil Wars,Indie; Folk; Country,34,0,/the-civil-wars/
Elbow,Indie; Rock,123,0,/elbow/
Bloc Party,Indie,95,0,/bloc-party/
The Raconteurs,Rock Alternativo; Indie; Rock,39,0,/the-raconteurs/
Fountains Of Wayne,Power-Pop; Indie,97,0,/fountains-of-wayne/
Lush,Indie; Gótico,64,0,/lush/
The La's,Indie; Country; Romântico,15,0,/the-las/
Bombay Bicycle Club,Indie; Folk; Rock,62,0,/bombay-bicycle-club/
Courtney Barnett,Indie,41,0,/courtney-barnett/
Perfume Genius,Indie,80,0,/perfume-genius/
Bakar,Indie,23,0,/bakar/
Lights,Indie,61,0,/lights/
Spiritualized,Psicodelia; Indie,89,0,/spiritualized/
Vivendo do Ócio,Indie; Rock; Rock Alternativo,56,0,/vivendo-do-ocio/
Yuna,Indie; Romântico,34,0,/yuna/
The Stone Roses,Rock; Indie,53,0,/the-stone-roses/
Luc Ivor,R&B; Pop; Indie,5,0,/luc-ivor/
Karola Nunes,Indie; Reggae; MPB,14,0,/karola-nunes/
The Decemberists,Indie; Folk; Rock,134,0,/the-decemberists/
Sebadoh,Indie; Rock,144,0,/sebadoh/
The Naked and Famous,Indie; Rock Alternativo; Rock,54,0,/the-naked-and-famous/
Sleigh Bells,Indie,66,0,/sleigh-bells/
Cloud in Tears,Pop/Rock; Indie; Pop,7,0,/cloud-in-tears/
Ride,Indie; Rock Alternativo,73,0,/ride/
Mauricio Pereira,MPB; Pop; Indie,54,0,/mauricio-pereira/
Beulah,Indie,49,0,/beulah/
Miles Kane,Indie; Rock,48,0,/miles-kane/
Editors,Indie; Rock; Rock Alternativo,92,0,/editors/
The Maccabees,Indie; Rock,48,0,/the-maccabees/
Vampire Weekend,Indie; Rock Alternativo; Rock,59,0,/vampire-weekend/
One Night Only,Indie; Rock Alternativo; Rock,44,0,/one-night-only/
Resa Saffa Park,Indie,1,0,/resa-saffa-park/
The Kills,Indie; Rock Alternativo; Rock,101,0,/the-kills/
The Moldy Peaches,Indie; Romântico; Folk,24,0,/the-moldy-peaches/
Teenage Fanclub,Indie; Rock,166,0,/teenage-fanclub/
The Get Up Kids,Indie; Emocore; Rock,96,0,/the-get-up-kids/
Bedhead Badhead,New Wave; Indie,10,0,/bedhead-badhead/
Blossoms,Indie,35,0,/blossoms/
Sunny Day Real Estate,Indie; Emocore; Rock,50,0,/sunny-day-real-estate/
She & Him,Indie,81,0,/she-him/
Animal Collective,Indie,138,0,/animal-collective/
Klaxons,Indie; Rock; New Wave,35,0,/klaxons/
Puma Blue,Indie; Lo-fi,15,0,/puma-blue/
Turin Brakes,Indie,58,0,/turin-brakes/
Toro Y Moi,Indie,67,0,/toro-y-moi/
Pinback,Indie,73,0,/pinback/
Ian Brown,Indie,70,0,/ian-brown/
Johnny Marr,Indie; Rock,62,0,/johnny-marr/
Balara,Indie; Pop; Rock,14,0,/balara/
The Airborne Toxic Event,Indie; Pop/Rock,36,0,/the-airborne-toxic-event/
Glasvegas,Indie; Rock Alternativo; Rock,19,0,/glasvegas/
Super Furry Animals,Indie,151,0,/super-furry-animals/
Guided By Voices,Indie,621,0,/guided-by-voices/
RIVVRS,Indie; Rock Alternativo,8,0,/rivvrs/
Ida Maria,Indie; Rock; Rock Alternativo,38,0,/ida-maria/
Deia Cassali,Indie; Blues; Rock,11,0,/deia-cassali/
The Vaselines,Indie; Grunge,20,0,/the-vaselines/
Babybird,Indie,100,0,/babybird/
Alexandra Savior,Psicodelia; Pop; Indie,19,0,/alexandra-savior/
The Courteeners,Indie; Rock Alternativo; Rock,51,0,/the-courteeners/
Gustavo Coimbra,MPB; Indie; Pop/Rock,48,0,/gustavo-coimbra/
Saint Etienne,Indie; Pop,191,0,/saint-etienne/
Lizia,New Age; Pop/Rock; Indie,14,0,/lizia/
Pedro the Lion,Indie; Gospel/Religioso,82,0,/pedro-the-lion/
The Glitch Mob,Indie; Electronica; Instrumental,39,0,/the-glitch-mob/
97,Indie; Pop; Rock Alternativo,9,0,/97/
The Horrors,Indie; Rock; Pós-Punk,51,0,/the-horrors/
Wavves,Indie,34,0,/wavves/
Destroyer,Indie,81,0,/destroyer/
AKEEM Music,Indie,14,0,/akeem-music/
Luna,Indie; Rock Alternativo,79,0,/luna/
Real Estate,Indie,42,0,/real-estate/
Canto Dos Malditos Na Terra do Nunca,Indie; Rock; Hardcore,18,0,/canto-dos-malditos-na-terra-do-nunca/
Sea Power (British Sea Power),Indie,78,0,/sea-power-british-sea-power/
Kurt Vile,Indie,38,0,/kurt-vile/
Graham Coxon,Indie; Pop/Rock,71,0,/graham-coxon/
Tennis,Indie,34,0,/tennis/
Clap Your Hands Say Yeah,Indie,40,0,/clap-your-hands-say-yeah/
Banda Monte Cristo,Indie; Pop/Rock,3,0,/banda-monte-cristo/
Vitor de Martinelli,Rock; Indie; Rock Alternativo,118,0,/vitor-de-martinelli/
O Elevador,Rock Alternativo; Psicodelia; Indie,15,0,/o-elevador/
Another Sky,Indie,24,0,/another-sky/
Melon,Indie; Pop,29,0,/melon/
Dan Auerbach,Rock; Indie; Blues,23,0,/dan-auerbach/
Dum Dum Girls,Indie; Rock; Post-Rock,21,0,/dum-dum-girls/
David Vieira Asevedo,Rock; Indie; Rock Alternativo,42,0,/david-vieira-asevedo/
Múm,Post-Rock; Rock Alternativo; Indie,40,0,/mum/
Heavenly,Indie; Heavy Metal,46,0,/heavenly-11/
The Asteroids Galaxy Tour,Indie; Psicodelia; Pop,30,0,/the-asteroids-galaxy-tour/
Ben Kweller,Indie; Rock; Country,65,0,/ben-kweller/
The D.E.LS.,Indie,3,0,/the-d-e-ls/
Renato Enoch,Pop; Indie; MPB,6,0,/renato-enoch/
Band Of Skulls,Rock Alternativo; Indie; Rock,24,0,/band-of-skulls/
Fabio Blänc,Indie; World Music; Pop,38,0,/fabio-blanc/
Sad Boy,Pop; Indie,1,0,/sad-boy/
Atlas Genius,Indie; Rock Alternativo,22,0,/atlas-genius/
Nevilton,Indie; Rock; Rock Alternativo,41,0,/nevilton/
The Automatic,Rock; Indie; Rock Alternativo,35,0,/the-automatic/
Apples in Stereo,Power-Pop; Indie; Pop/Rock,67,0,/apples-in-stereo/
Efêmera,Rock; Indie; Rock Alternativo,11,0,/efemera/
Drowned Men,New Wave; Indie; Pós-Punk,3,0,/drowned-men/
Nine Inch Nails,Industrial; Rock Alternativo,165,0,/nine-inch-nails/
Ministry,Industrial,122,0,/ministry/
Swans,Industrial,126,0,/swans/
Canções Populares,COLETÂNEA; Infantil,50,11.8,/cancoes-populares/
Galinha Pintadinha,Infantil,56,5.8,/galinha-pintadinha/
O Rei Leão,Infantil; Trilha Sonora,84,3.5,/o-rei-leao/
Carrossel (Novela),Trilha Sonora; Infantil; Romântico,53,3.4,/carrossel/
Palavra Cantada,Infantil,133,3.6,/palavra-cantada/
Mundo Bita,Infantil; MPB,81,1.7,/mundo-bita/
Pokemon,Infantil; Trilha Sonora,242,2.9,/pokemon/
Turma do Balão Mágico,Infantil,91,1.5,/a-turma-do-balao-magico/
Eliana,Infantil; Pop,212,1.6,/eliana/
Masha e o Urso,Infantil,12,1,/masha-e-o-urso/
Barbie (trilha sonora),Infantil; Trilha Sonora,78,1,/barbie-e-o-castelo-de-diamantes/
Patati Patatá,Infantil,125,1.4,/patati-patata/
Turma do Chaves,Trilha Sonora; Infantil,62,0,/turma-do-chaves/
Trem da Alegria,Infantil,128,1.9,/trem-da-alegria/
Bob Esponja,Infantil,52,1,/bob-esponja/
Desenhos Animados,Infantil; Trilha Sonora,66,1.1,/desenhos-animados/
Turma da Mônica,Infantil,71,0,/turma-da-monica/
Bia Bedran,Infantil,98,1,/bia-bedran/
Turma do Printy,Infantil; Gospel/Religioso,94,1.1,/turma-do-printy/
Gummy Bear,Infantil,8,0.6,/gummy-bear/
Cocoricó,Infantil; Trilha Sonora; Clássico,44,0,/cocorico/
Tinkerbell (Disney),Trilha Sonora; Infantil,46,0,/tinkerbell-e-o-resgate-da-fada/
Angélica,Infantil; Romântico; Pop,171,1,/angelica/
Chiquititas,Infantil; Pop; Trilha Sonora,206,0,/chiquititas/
Adriana Partimpim,Infantil,42,0.2,/adriana-partimpim/
Phineas & Ferb,Trilha Sonora; Infantil,291,0,/phineas-ferb/
Alda Casqueira Fernandes,Infantil,28,0.8,/alda-casqueira-fernandes/
Backyardigans,Infantil,131,0,/backyardigans/
Maisa,Infantil; Dance; Pop,27,0,/maisa/
Ben 10,Trilha Sonora; Infantil,2,5.1,/ben-10/
Barney e Seus Amigos,Infantil; Heavy Metal; Instrumental,57,1,/barney-e-seus-amigos/
Castelo Rá-tim-bum,Infantil; Disco; Axé,20,1,/castelo-ra-tim-bum/
Paquitas,Infantil; Pop; Jovem Guarda,51,0,/paquitas/
Sítio do Picapau Amarelo,Infantil; Trilha Sonora; Pop,37,0,/sitio-do-picapau-amarelo/
Rebecca Black,Pop; Infantil,25,0.1,/rebecca-black/
Hi-5,Infantil,137,0,/hi5/
Renata Randel,Pop; Infantil,2,0,/renata-randel/
Pequeno Cidadão,Infantil; MPB; World Music,7,0,/pequeno-cidadao/
Danny Pink,Infantil; Dance; Rock,36,0,/danny-pink/
The Powerpuff Girls,Infantil; Trilha Sonora,13,0,/the-power-puff-girls/
Doki,Infantil; Trilha Sonora,11,0,/doki/
Turminha Paraíso,Infantil; Hip Hop; Electronica,7,0,/turminha-paraiso/
A Casa Amarela,Infantil; Axé; Funk,11,0,/a-casa-amarela/
LazyTown,Infantil; Dance; Funk Carioca,72,0,/lazy-town/
Vitor e Vitória (infantil),Infantil; Pop; Sertanejo,13,0,/vitor-e-vitoria-infantil/
Animazoo,Infantil,1,0,/animazoo/
Felinda,Infantil,10,0,/felinda/
As Pequeninas,Sertanejo; Infantil,6,0,/as-pequeninas/
Baby & Lelei,Infantil,5,0,/baby-lelei/
Rônei Rossi,Infantil,43,0,/ronei-rossi/
Paquitos (Xuxa),Infantil,11,0,/paquitos/
OssoBanda,Rock Alternativo; Rock; Infantil,21,0,/ossobanda/
Bambalalão,Trilha Sonora; Infantil,10,0,/bambalalao/
Marianna Santos,Infantil,2,0,/marianna-santos/
O Teatro Mágico,MPB; Romântico; Instrumental,115,1.8,/o-teatro-magico/
Vangelis,New Age; Instrumental; Trilha Sonora,104,1,/vangelis/
Kenny G,Instrumental; Romântico; Clássico,74,0,/kenny-g/
Celtic Woman,New Age; Instrumental,102,1.6,/celtic-woman/
Ray Conniff,Instrumental,62,0,/ray-conniff/
Steve Vai,Instrumental,74,0,/steve-vai/
Richard Clayderman,Instrumental; Clássico; Romântico,4,0,/richard-clayderman/
Joe Satriani,Instrumental,222,0,/joe-satriani/
Pat Metheny,Instrumental,35,0,/pat-metheny/
Focus,Instrumental; Progressivo; Rock Alternativo,9,0,/focus/
Herbie Hancock,Jazz; Instrumental; Funk,10,0,/herbie-hancock/
The Ventures,Instrumental; Surf Music; Rock,4,0,/the-ventures/
The Shadows,Surf Music; Instrumental; Rock,2,0,/the-shadows/
Naruto,J-Pop/J-Rock; Trilha Sonora; Rock,139,3.6,/naruto/
Dragon Ball,Trilha Sonora; J-Pop/J-Rock,166,1.4,/dragon-ball/
Hikawa Kiyoshi,J-Pop/J-Rock,536,0,/hikawa-kiyoshi/
Utada Hikaru,J-Pop/J-Rock,157,0,/utada-hikaru/
Hatsune Miku,J-Pop/J-Rock; Tecnopop; Pop,197,0.3,/hatsune-miku/
Yu Yu Hakusho,J-Pop/J-Rock; Trilha Sonora; Rock,37,0,/yu-yu-hakusho/
One Piece,J-Pop/J-Rock; Trilha Sonora; Rock,73,0,/one-piece/
One Ok Rock,J-Pop/J-Rock,94,0,/one-ok-rock/
BoA,K-Pop/K-Rock; J-Pop/J-Rock,337,0,/boa-kwon/
Yoasobi,J-Pop/J-Rock,12,0.1,/yoasobi/
Vocaloid,J-Pop/J-Rock,669,0,/vocaloid/
Ikimono Gakari,J-Pop/J-Rock,98,0,/ikimono-gakari/
Bleach (anime),J-Pop/J-Rock; Trilha Sonora,72,0,/bleach-anime/
Death Note,Trilha Sonora; J-Pop/J-Rock; Heavy Metal,21,0,/death-note/
Asian Kung-fu Generation,J-Pop/J-Rock,127,0,/asian-kung-fu-generation/
Yui,J-Pop/J-Rock; Rock; Romântico,96,0,/yui/
Maximum The Hormone,J-Pop/J-Rock; Rock; Heavy Metal,39,0,/maximum-the-hormone/
X Japan,J-Pop/J-Rock; Heavy Metal; Progressivo,54,0,/x-japan/
Hironobu Kageyama,J-Pop/J-Rock,115,0,/hironobu-kageyama/
The Gazette,J-Pop/J-Rock; Rock,181,0,/gazette/
Puffy AmiYumi,J-Pop/J-Rock; Pop/Rock; Rock,184,0,/hihi-puffy-amiyumi/
Morning Musume,J-Pop/J-Rock,229,0,/morning-musume/
Anna Tsuchiya,J-Pop/J-Rock; Punk Rock; Pop/Rock,62,0,/anna-tsuchiya/
FullMetal Alchemist,J-Pop/J-Rock; Trilha Sonora; Pop/Rock,42,0,/full-metal-alchemist/
Nightmare,J-Pop/J-Rock; Rock; Gótico,160,0,/nightmare/
Flow,J-Pop/J-Rock; Rock; Pop/Rock,128,0,/flow/
Kamen Rider,J-Pop/J-Rock; Trilha Sonora,40,0,/kamen-rider-black/
Yorushika (ヨルシカ),J-Pop/J-Rock,12,0,/yorushika/
Ayumi Hamasaki,J-Pop/J-Rock; Romântico; Dance,277,0,/ayumi-hamasaki/
Porno Graffiti,J-Pop/J-Rock; Rock; Hard Rock,83,0,/porno-graffiti/
Crystal Kay,J-Pop/J-Rock; R&B,119,0,/crystal-kay/
Ai,J-Pop/J-Rock; Gospel/Religioso,86,0,/ai/
Dreams Come True,J-Pop/J-Rock,120,0,/dreams-come-true/
TVXQ,J-Pop/J-Rock; Pop; K-Pop/K-Rock,198,0,/tvxq/
Versailles,J-Pop/J-Rock; Rock; Clássico,56,0,/versailles/
Deathgaze,J-Pop/J-Rock; Heavy Metal; Rock,53,0,/deathgaze/
Zard,J-Pop/J-Rock,106,0,/zard/
Aqua Timez,J-Pop/J-Rock; Rock; Trilha Sonora,77,0,/aqua-timez/
MAX (J-pop),J-Pop/J-Rock; Clássico,93,0,/max-j-pop/
Fairy Tail (Anime),Trilha Sonora; J-Pop/J-Rock; Pop/Rock,59,0,/fairy-tail/
Ayaka,J-Pop/J-Rock,63,0,/ayaka/
Mika Nakashima,J-Pop/J-Rock,105,0,/mika-nakashima/
The Pillows,J-Pop/J-Rock; Indie,207,0,/the-pillows/
UVERworld,J-Pop/J-Rock,108,0,/uverworld/
Thelma Aoyama,J-Pop/J-Rock; Pop; R&B,18,0,/aoyama-thelma/
Shinsei Kamattechan,J-Pop/J-Rock,3,0.2,/shinsei-kamattechan/
Dir En Grey,J-Pop/J-Rock; Heavy Metal; Rock,154,0,/dir-en-grey/
Nico Touches The Walls,J-Pop/J-Rock; Rock Alternativo; Rock,79,0,/nico-touches-the-walls/
D (Japão),J-Pop/J-Rock; Rock; Gótico,78,0,/d-japao/
Mr. Children,J-Pop/J-Rock,142,0,/mr-children/
Olivia Lufkin,J-Pop/J-Rock; Tecnopop,74,0,/olivia-lufkin/
Scandal (j-pop),J-Pop/J-Rock,49,0,/scandal-j-pop/
Sid,J-Pop/J-Rock; Rock,120,0,/sid/
B'Z,J-Pop/J-Rock; Rock Alternativo; Rock,209,0,/bz/
Home Made Kazoku,J-Pop/J-Rock; Hip Hop,54,0,/home-made-kazoku/
Do As Infinity,J-Pop/J-Rock,108,0,/do-as-infinity/
Arashi,J-Pop/J-Rock; Hip Hop; Pop,225,0,/arashi/
Glay,J-Pop/J-Rock; Rock,144,0,/glay/
Miyavi,J-Pop/J-Rock; Rock; Pop/Rock,101,0,/miyavi/
Girugämesh,J-Pop/J-Rock; Heavy Metal; Gótico,64,0,/girugamesh/
Ranma 1/2,Trilha Sonora; J-Pop/J-Rock; Pop,78,0,/ranma-12/
Exile,J-Pop/J-Rock,133,0,/exile/
Namie Amuro,J-Pop/J-Rock; R&B; Romântico,229,0,/namie-amuro/
Jam Project,J-Pop/J-Rock; Pop,109,0,/jam-project/
Hide,J-Pop/J-Rock; Rock,33,0,/hide/
Nana Mizuki,J-Pop/J-Rock; Trilha Sonora,86,0,/mizuki-nana/
Tokio,J-Pop/J-Rock; Rock Alternativo; Rock,141,0,/tokio/
Yuko Ando,NA,30,0,/yuko-ando/
Maaya Sakamoto,J-Pop/J-Rock; K-Pop/K-Rock,136,0,/sakamoto-maaya/
Onitsuka Chihiro,J-Pop/J-Rock; Folk; Gótico,52,0,/onitsuka-chihiro/
An Cafe,J-Pop/J-Rock; Rock; Pop/Rock,108,0,/an-cafe/
Perfume,J-Pop/J-Rock; Tecnopop; Gospel/Religioso,84,0,/perfume/
Shiina Ringo,J-Pop/J-Rock,55,0,/shiina-ringo/
Ken Hirai,J-Pop/J-Rock; R&B; Disco,75,0,/ken-hirai/
Mikuni Shimokawa,J-Pop/J-Rock; K-Pop/K-Rock,28,0,/mikuni-shimokawa/
Ito Kanako,J-Pop/J-Rock,31,0,/itou-kanako/
Judy And Mary,J-Pop/J-Rock; Pop/Rock; Hard Rock,32,0,/judy-and-mary/
Misia (Japão),J-Pop/J-Rock; Gospel/Religioso,71,0,/misia-japao/
Hiroshi Kitadani,J-Pop/J-Rock; Trilha Sonora; Pop/Rock,9,0,/hiroshi-kitadani/
Domino (J-pop),J-Pop/J-Rock,2,0,/domino-jpop/
Meisa Kuroki,J-Pop/J-Rock; Axé,34,0,/meisa-kuroki/
Ichirou Mizuki,J-Pop/J-Rock; Trilha Sonora,32,0,/ichirou-mizuki/
KAT-TUN,J-Pop/J-Rock,116,0,/kat-tun/
12012,J-Pop/J-Rock,117,0,/12012/
Minami Kuribayashi,J-Pop/J-Rock,29,0,/minami-kuribayashi/
Da Pump,J-Pop/J-Rock; Pop,30,0,/da-pump/
Frank Sinatra,Jazz; Clássico; Romântico,828,16.1,/frank-sinatra/
Louis Armstrong,Jazz,113,6.9,/louis-armstrong/
Sade,Jazz; Romântico,71,5.5,/sade-adu/
Nat King Cole,Jazz,262,3.3,/nat-king-cole/
Ella Fitzgerald,Jazz,422,2.1,/ella-fitzgerald/
Billie Holiday,Jazz,296,1.4,/billie-holiday/
Diana Krall,Jazz,174,0,/diana-krall/
Jamie Cullum,Jazz; Pop; Blues,112,0,/jamie-cullum/
Tony Bennett,Jazz; Romântico,132,0,/tony-bennett/
Tony Bennett & Lady Gaga,Jazz,35,1.4,/tony-bennett-lady-gaga/
Chet Baker,Jazz; Blues; Folk,46,1,/chet-baker/
Al Jarreau,Jazz; Soul Music; R&B,84,0,/al-jarreau/
Miles Davis,Jazz,98,0,/miles-davis/
Egberto Gismonti,Jazz; MPB; Instrumental,21,0,/egberto-gismonti/
Etta Jones,Jazz; Blues,74,0,/etta-jones/
Azymuth,Jazz; MPB,2,0,/azymuth/
Esperanza Spalding,Jazz,28,0,/esperanza-spalding/
Duke Ellington,Jazz,35,0,/duke-ellington/
John Coltrane,Jazz,10,0,/john-coltrane/
Abbey Lincoln,Jazz; Axé,37,0,/abbey-lincoln/
George Duke,Jazz,17,0,/george-duke/
Zé Ricardo,MPB; Samba; Jazz,21,0,/ze-ricardo/
John Pizzarelli,Jazz; Blues; Bossa Nova,69,0,/john-pizzarelli/
Maysa Leak,Jazz; Axé; Blues,7,0,/maysa-leak/
Freddie Hubbard,Jazz,1,0,/freddie-hubbard/
Al Di Meola,Jazz,9,0,/al-di-meola/
Roberto Carlos,Romântico; MPB; Jovem Guarda,604,49.1,/roberto-carlos/
Erasmo Carlos,Rock; Jovem Guarda; Romântico,343,5.6,/erasmo-carlos/
Renato e Seus Blue Caps,Jovem Guarda,156,2,/renato-e-seus-blue-caps/
The Fevers,Jovem Guarda,211,1.4,/the-fevers/
Os Incríveis,Jovem Guarda,44,1.3,/os-incriveis/
Jerry Adriani,Jovem Guarda,130,0.3,/jerry-adriani/
Músicas Jovem Guarda,COLETÂNEA; Jovem Guarda; Dance; Romântico,22,1,/musicas-jovem-guarda/
Diana,Jovem Guarda,62,0,/diana/
Ronnie Von,Romântico; Jovem Guarda; Rock,152,0,/ronnie-von/
Wanderley Cardoso,Jovem Guarda,76,0,/wanderley-cardoso/
Wanderléa,Jovem Guarda,80,0,/wanderlea/
Trio Esperança,Jovem Guarda; MPB; Axé,112,0,/trio-esperanca/
Golden Boys,Jovem Guarda,47,0,/golden-boys/
Leno e Lilian,Jovem Guarda; Trilha Sonora; Rock,39,0,/leno-e-lilian/
Joelma,Jovem Guarda,10,0,/joelma/
The Originals (Brasil),Jovem Guarda; Disco; MPB,36,0,/the-originals-brasil/
BTS,K-Pop/K-Rock,291,23.4,/bts/
ROSÉ (BLACKPINK),K-Pop/K-Rock,2,2.1,/rose-blackpink/
EXO,K-Pop/K-Rock,156,1.4,/exo/
SHINee,K-Pop/K-Rock; Pop,213,0,/shinee/
Seventeen,K-Pop/K-Rock,131,0.2,/seventeen/
Super Junior,K-Pop/K-Rock; Pop; Dance,320,0,/super-junior/
Chungha,Pop; K-Pop/K-Rock,47,0,/chungha/
SS501,K-Pop/K-Rock; Pop; J-Pop/J-Rock,82,0,/ss501/
4minute,K-Pop/K-Rock; Pop; Electronica,79,0,/4minute/
Wonho,K-Pop/K-Rock,18,2,/wonho/
f(x),K-Pop/K-Rock; Pop; Electronica,81,0,/fx/
T-ara,K-Pop/K-Rock,109,0,/t-ara/
KARD,K-Pop/K-Rock,26,0,/kard/
Mark Tuan,K-Pop/K-Rock; R&B,6,0,/mark-tuan/
INFINITE,K-Pop/K-Rock; J-Pop/J-Rock,123,0,/infinite/
2 Am,K-Pop/K-Rock,65,0,/2-am/
Beast/b2st,K-Pop/K-Rock; Pop; Dance,136,0,/beastb2st/
Teen Top,K-Pop/K-Rock; Dance; Pop,86,0,/teen-top/
Kara,K-Pop/K-Rock; J-Pop/J-Rock,111,0,/kara/
24K,K-Pop/K-Rock,22,0,/24k/
Anselmo Ralph,Kizomba; Romântico,111,0,/anselmo-ralph/
Cláudia Caramelo,Kizomba,16,0,/claudia-caramelo/
Suzanna Lubrano,Kizomba; Black Music; Reggae,20,0,/suzanna-lubrano/
Yola Semedo,Kizomba; Romântico; World Music,17,0,/yola-semedo/
Tó Semedo,Kizomba; Romântico; Disco,22,0,/to-semedo/
Aristides,Kizomba,1,0,/aristides/
90sFlav,Lo-fi,6,0,/90sflav/
Wys,Lo-fi,11,0,/wys/
Dreamer Boy,R&B; Pop; Lo-fi,3,0,/dreamer-boy/
Dois Sóis,Metal,6,0,/dois-sois/
Marchinhas de Carnaval,COLETÂNEA; MPB,782,10.1,/marchinhas-de-carnaval/
Raul Seixas,Rock; Pop/Rock; MPB,215,11.3,/raul-seixas/
Gal Costa,MPB,405,12,/gal-costa/
Caetano Veloso,MPB; Romântico,547,11.4,/caetano-veloso/
Marisa Monte,Trilha Sonora; Romântico; MPB,160,9.7,/marisa-monte/
Chico Cesar,MPB,122,8.1,/chico-cesar/
Milton Nascimento,MPB,309,11.3,/milton-nascimento/
Maria Bethânia,MPB; Romântico,620,7.6,/maria-bethania/
Roupa Nova,MPB; Romântico; Pop,261,4.3,/roupa-nova/
Nando Reis,MPB; Pop/Rock; Romântico,159,6.1,/nando-reis/
Djavan,Romântico; MPB; Trilha Sonora,264,5.6,/djavan/
Gilberto Gil,MPB; Reggae,514,7.6,/gilberto-gil/
Ana Carolina,Romântico; MPB; Pop,178,4.8,/ana-carolina/
Tim Maia,Soul Music; MPB; Romântico,263,4.5,/tim-maia/
Rita Lee,Rock; Pop/Rock; MPB,299,4.5,/rita-lee/
Maria Gadú,Pop; MPB; Romântico,101,5.8,/maria-gadu/
Cazuza,Pop/Rock; MPB; Rock,124,4.7,/cazuza/
Gonzaguinha,MPB,153,4.4,/gonzaguinha/
Fagner,MPB; Romântico,321,3.2,/fagner/
IZA,Pop; R&B; MPB,41,4.8,/iza/
Renato Russo,Rock; MPB; Pop/Rock,61,3.3,/renato-russo/
Fábio Jr,Romântico; MPB,260,2.9,/fabio-jr/
Alcione,Samba; Romântico; MPB,402,3.2,/alcione/
Belchior,MPB,117,2.6,/belchior/
Alceu Valença,MPB,256,2.8,/alceu-valenca/
Os Paralamas do Sucesso,Pop/Rock; Rock; MPB,224,3.4,/paralamas-do-sucesso/
Kid Abelha,Pop; Pop/Rock; MPB,160,2.7,/kid-abelha/
Cássia Eller,Rock; MPB; Pop/Rock,143,3.4,/cassia-eller/
Vanessa da Mata,Romântico; MPB; Pop,123,2.9,/vanessa-da-mata/
Oswaldo Montenegro,MPB; Romântico,311,1.9,/oswaldo-montenegro/
Los Hermanos,Rock Alternativo; Rock; MPB,82,2.9,/los-hermanos/
Toquinho,MPB,147,3.2,/toquinho/
Nelson Gonçalves,MPB; Velha Guarda,307,1.8,/nelson-goncalves/
Jorge Vercillo,Romântico; Trilha Sonora; MPB,149,1.8,/jorge-vercilo/
Adriana Calcanhotto,MPB; Pop,216,2.1,/adriana-calcanhoto/
Moacyr Franco,MPB; Romântico,331,1.8,/moacyr-franco/
Lenine,MPB; Pop/Rock,179,1.9,/lenine/
Jorge Ben Jor,Samba; MPB,255,2.5,/jorge-ben-jor/
Zeca Baleiro,MPB,292,1.8,/zeca-baleiro/
Sandy,Romântico; Pop/Rock; Pop,97,2.4,/sandy/
Simone,MPB; Romântico,371,1.3,/simone/
Guilherme Arantes,Romântico; Pop; MPB,251,1.4,/guilherme-arantes/
Emílio Santiago,MPB,202,1.3,/emilio-santiago/
Ney Matogrosso,MPB,352,1.5,/ney-matogrosso/
Ivan Lins,MPB,218,1.3,/ivan-lins/
Tribalistas,MPB; Romântico,26,1.3,/tribalistas/
Geraldo Azevedo,Regional; MPB,93,2.5,/geraldo-azevedo/
Flávio Venturini,MPB,131,1.4,/flavio-venturini/
Mark J,MPB,19,1.6,/mark-j/
Bárbara Dias,Romântico; MPB; Pop,21,1.4,/barbara-dias/
Beto Guedes,MPB,83,4,/beto-guedes/
Fafá de Belém,MPB; Romântico,284,1,/fafa-de-belem/
